Database ID,Country,Districts,Region,Departments,Sous Prefecture,Commune,Latitude,Longitude,GeoID,ISO,ISO3
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,KOTOBI,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,Arrah,,,,,,
9226,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,Arrah,Arrah,,,,,
9224,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,ANDE,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,N'GUESSANKRO,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,ASSIE-KOUMASSI,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,Bongouanou,,,,,,
9227,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,Bongouanou,Bongouanou,,,,,
9225,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,ASSAHARA,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,Anoumaba,,,,,,
9228,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,Anoumaba,Anoumaba,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,M'Batto,,,,,,
9229,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,M'Batto,M'Batto,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,Tiemelekro,,,,,,
9230,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,Tiemelekro,Tiemelekro,,,,,
9204,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,,,,,,,,
9231,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,BOCANDA,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,BOCANDA,KOUADIOBLEKRO,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,BOCANDA,BEGANSSOU,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,BOCANDA,N'ZECREZESSOU,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,BOCANDA,Bocanda,,,,,,
9234,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,BOCANDA,Bocanda,Bocanda,,,,,
9232,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,DIMBOKRO,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,DIMBOKRO,NOFOU,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,DIMBOKRO,ABIGUI,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,DIMBOKRO,Dimbokro,,,,,,
9235,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,DIMBOKRO,Dimbokro,Dimbokro,,,,,
9233,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,KOUASSI-KOUASSIKRO,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,KOUASSI-KOUASSIKRO,MEKRO,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,KOUASSI-KOUASSIKRO,Kouassi-Kouassikro,,,,,,
9236,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,KOUASSI-KOUASSIKRO,Kouassi-Kouassikro,Kouassi-Kouassikro,,,,,
9237,Cote d`Ivoire,DISTRICT DES LAGUNES,,,,,,,,,
9238,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,,,,,,,,
9241,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Cechi,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Grand-Morie,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Oress-Krobou,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Loviguie,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Guessiguie,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,AGBOVILLE,,,,,,
9245,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,AGBOVILLE,Agboville,,,,,
9246,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Azaguie,Azaguie,,,,,
9247,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Rubino,Rubino,,,,,
9242,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,SIKENSI,,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,SIKENSI,Gomon,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,SIKENSI,Sikensi,,,,,,
9248,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,SIKENSI,Sikensi,Sikensi,,,,,
9243,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TAABO,,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TAABO,Pacobo,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TAABO,Taabo,,,,,,
9249,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TAABO,Taabo,Taabo,,,,,
9244,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TIASSALE,,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TIASSALE,N'DOUCI,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TIASSALE,GBOLOUVILLE,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TIASSALE,MOROKRO,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TIASSALE,Tiassale,,,,,,
9250,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TIASSALE,Tiassale,Tiassale,,,,,
9239,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,,,,,,,,
9251,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,DABOU,,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,DABOU,TOUPAH,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,DABOU,LOPOU,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,DABOU,Dabou,,,,,,
9254,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,DABOU,Dabou,Dahou,,,,,
9252,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,GRAND-LAHOU,,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,GRAND-LAHOU,AHOUANOU,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,GRAND-LAHOU,EBOUNOU,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,GRAND-LAHOU,BACANDA,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,GRAND-LAHOU,Grand-Lahou,,,,,,
9255,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,GRAND-LAHOU,Grand-Lahou,Grand-Lahou,,,,,
9253,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,JACQUEVILLE,,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,JACQUEVILLE,ATTOUTOU,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,JACQUEVILLE,Jacqueville,,,,,,
9256,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,JACQUEVILLE,Jacqueville,Jacqueville,,,,,
9240,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,,,,,,,,
9257,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,ASSIKOI,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,ANNEPE,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,BECEDI-BRIGNAN,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,YAKASSE-ME,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,Adzope,,,,,,
9261,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,Adzope,Adzope,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,Agou,,,,,,
9262,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,Agou,Agou,,,,,
9258,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,AKOUPE,,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,AKOUPE,BECOUEFIN,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,AKOUPE,Affery,,,,,,
9263,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,AKOUPE,Affery,Affery,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,AKOUPE,Akoupe,,,,,,
9264,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,AKOUPE,Akoupe,Akoupe,,,,,
9259,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,OGHLWALPO,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,ABOISSO-COMOE,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,DANGUIRA,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,ALLOSSO,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,Alepe,,,,,,
9265,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,Alepe,Alepe,,,,,
9260,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,YAKASSE-ATTOBROU,,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,YAKASSE-ATTOBROU,ABONGOUA,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,YAKASSE-ATTOBROU,BIEBY,,,,,,
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,YAKASSE-ATTOBROU,Yakasse-Attobrou,,,,,,
9266,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,YAKASSE-ATTOBROU,Yakasse-Attobrou,Yakasse-Attobrou,,,,,
9267,Cote d`Ivoire,DISTRICT DES MONTAGNES,,,,,,,,,
9268,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,,,,,,,,
9271,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,BLOLEQUIN,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,BLOLEQUIN,ZEAGLO,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,BLOLEQUIN,DOKE,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,BLOLEQUIN,BLOLEQUIN,,,,,,
9274,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,BLOLEQUIN,BLOLEQUIN,Blolequin,,,,,
9272,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,GUIGLO,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,GUIGLO,Kaande,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,GUIGLO,Guiglo,,,,,,
9276,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,GUIGLO,Guiglo,Guiglo,,,,,
9277,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,GUIGLO,,Tai,,,,,
9273,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,MEO,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,PEHE,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,TIOBLY,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,BAKOUBLY,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,Toulepleu,,,,,,
9275,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,Toulepleu,Toulepleu,,,,,
9269,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,,,,,,,,
9278,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,BLENIMEOUIN,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,GUINGLO-TAHOUAKE,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,GOHOUO-ZAGNA,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,DIEOUZON,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,ZOU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,ZEO,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,Bangolo,,,,,,
9282,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,Bangolo,Bangolo,,,,,
9279,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,GBAPLEU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,BAGOHOUO,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,GUEHIEBLY,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,GUEZON,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,Duekoue,,,,,,
9283,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,Duekoue,Duekoue,,,,,
9280,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,FACOBLY,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,FACOBLY,SEMIEN,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,FACOBLY,GUEZON,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,FACOBLY,TIENY-SIABLY,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,FACOBLY,Facobly,,,,,,
9284,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,FACOBLY,Facobly,Facobly,,,,,
9281,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,NIDROU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,TOTRODOU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,OUYABLY-GNANDROU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,Kouibly,,,,,,
9285,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,Kouibly,Kouibly,,,,,
9270,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,,,,,,,,
9286,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,GBANGBEGOUINE,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,KPATA,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,BLAPLEU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,SANTA,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,GOUINE,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,Biankouma,,,,,,
9291,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,Biankouma,Biankouma,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,Gbonne,,,,,,
9292,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,Gbonne,Gbonne,,,,,
9287,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,MAHAPLEU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,KOUAN-HOULE,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,DALEU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,SEILEU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,GBON-HOUYE,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,Danane,,,,,,
9293,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,Danane,Danane,,,,,
9288,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,SANDOUGOU-SOBA,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,BOGOUINE,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,PODIAGOUINE,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,GBANGBEGOUINE-YATI,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,YAPLEU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Logouale,,,,,,
9294,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Logouale,Logouale,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Man,,,,,,
9295,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Man,Man,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Sangouine,,,,,,
9296,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Sangouine,Sangouine,,,,,
9289,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,SIPILOU,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,SIPILOU,YORODOUGOU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,SIPILOU,Sipilou,,,,,,
9297,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,SIPILOU,Sipilou,Sipilou,,,,,
9290,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,,,ZOUAN-HOUNIEN,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,BANNEU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,TEAPLEU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,GOULALEU,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,Bin-Houye,,,,,,
9298,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,Bin-Houye,Bin-Houye,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,Zan-Hounien,,,,,,
9299,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,Zan-Hounien,Zan-Hounien,,,,,
9322,Cote d`Ivoire,DISTRICT DES SAVANES,,,,,,,,,
9323,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,,,,,,,,
9326,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,BAYA,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,SIEMPURGO,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Gonaoni,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Boundiali,,,,,,
9329,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Boundiali,Boundiali,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Kassere,,,,,,
9330,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Kassere,Kassere,,,,,
9327,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Sianhala,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Blessegue,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Gbon,,,,,,
9331,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Gbon,Gbon,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Kolia,,,,,,
9332,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Kolia,Kolia,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Kouto,,,,,,
9333,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Kouto,Kouto,,,,,
9328,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Debete,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Kanakono,,,,,,
9334,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Kanakono,Kanakono,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Tengrela,,,,,,
9335,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Tengrela,Tengrela,,,,,
9324,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,,,,,,,,
9340,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,BORON,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,Dikodougou,,,,,,
9341,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,Dikodougou,Dikodougou,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,Guiembe,,,,,,
9342,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,Guiembe,Guiembe,,,,,
9336,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,KONI,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,SOHOUO,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,N'GANON,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Karakoro,,,,,,
9343,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Karakoro,Karakoro,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Komborodougou,,,,,,
9339,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Komborodougou,Komborodougou,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Korhogo,,,,,,
9344,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Korhogo,Korhogo,,,,,
9336,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,,,,,,,
9346,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,,Napie,NAPIELEDOUGOU?,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Niofoin,,,,,,
9345,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Niofoin,Niofoin,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Sirasso,,,,,,
9347,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Sirasso,Sirasso,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Tioroniaradougou,,,,,,
9348,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Tioroniaradougou,Tioroniaradougou,,,,,
9337,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,KATOGO,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,KATIALI,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,BOUGOU,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,M'Bengue,,,,,,
9349,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,M'Bengue,M'Bengue,,,,,
9338,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,KAGBOLODOUGOU,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,BAHOUAKAHA,,,,,,
